point_cloud,EC
P59401.txt,1.1.1.23
Q5HCL9.txt,1.1.1.23
Q6GDC6.txt,1.1.1.23
Q5HKN8.txt,1.1.1.23
Q82AA6.txt,1.1.1.23
Q4J8I8.txt,1.1.1.23
Q67KH6.txt,1.1.1.23
P73058.txt,1.1.1.23
Q9X0D1.txt,1.1.1.23
Q8DGR2.txt,1.1.1.23
Q9F854.txt,1.1.1.23
Q7MLS6.txt,1.1.1.23
Q2P3K3.txt,1.1.1.23
Q87C29.txt,1.1.1.23
Q9RH05.txt,1.1.1.23
A5H2Q8.txt,1.1.1.25
B6QCA7.txt,1.1.1.25
A6R8Q8.txt,1.1.1.25
Q74ZZ1.txt,1.1.1.25
B8N4Q9.txt,1.1.1.25
Q0D0F3.txt,1.1.1.25
B9WFG1.txt,1.1.1.25
C4Y9D5.txt,1.1.1.25
P0CM23.txt,1.1.1.25
C7YZ74.txt,1.1.1.25
B0D6H2.txt,1.1.1.25
A8QCB2.txt,1.1.1.25
C1H8L1.txt,1.1.1.25
B6HAA7.txt,1.1.1.25
Q12659.txt,1.1.1.25
Q9P7R0.txt,1.1.1.25
D1ZA70.txt,1.1.1.25
C4JYG6.txt,1.1.1.25
Q6C1X5.txt,1.1.1.25
C5DVG6.txt,1.1.1.25
O84375.txt,1.1.1.25
B7GVX2.txt,1.1.1.25
B0VQB5.txt,1.1.1.25
A5G270.txt,1.1.1.25
A3N1E3.txt,1.1.1.25
A6VL68.txt,1.1.1.25
A4ST49.txt,1.1.1.25
B9JG24.txt,1.1.1.25
B5FCV8.txt,1.1.1.25
Q0A4S2.txt,1.1.1.25
A8MEE1.txt,1.1.1.25
Q2IMC7.txt,1.1.1.25
O67049.txt,1.1.1.25
A0K2D5.txt,1.1.1.25
Q730K1.txt,1.1.1.25
B7HCW1.txt,1.1.1.25
B9IYA1.txt,1.1.1.25
Q6HDI8.txt,1.1.1.25
P54374.txt,1.1.1.25
Q6G1B5.txt,1.1.1.25
Q493H9.txt,1.1.1.25
Q7W3V3.txt,1.1.1.25
C0ZB07.txt,1.1.1.25
Q57AI9.txt,1.1.1.25
Q8YE20.txt,1.1.1.25
Q8FY21.txt,1.1.1.25
P46240.txt,1.1.1.25
Q057D3.txt,1.1.1.25
Q8RAG2.txt,1.1.1.25
Q9AC57.txt,1.1.1.25
A3PNT1.txt,1.1.1.25
B9KPV7.txt,1.1.1.25
A4SDK2.txt,1.1.1.25
Q7NS40.txt,1.1.1.25
A7FWA9.txt,1.1.1.25
A5I4X1.txt,1.1.1.25
B1KX91.txt,1.1.1.25
Q0SV31.txt,1.1.1.25
B6J3J2.txt,1.1.1.25
Q83FD0.txt,1.1.1.25
Q0K6Y5.txt,1.1.1.25
Q478U6.txt,1.1.1.25
Q3ZZN3.txt,1.1.1.25
B5YE16.txt,1.1.1.25
A7ZSH0.txt,1.1.1.25
B7LHX9.txt,1.1.1.25
B7NLK0.txt,1.1.1.25
C4ZUD6.txt,1.1.1.25
A1AGH3.txt,1.1.1.25
B1IQ18.txt,1.1.1.25
B6I1Z5.txt,1.1.1.25
C5BF12.txt,1.1.1.25
B1YKR3.txt,1.1.1.25
Q39VU8.txt,1.1.1.25
C5D4W2.txt,1.1.1.25
Q5FPK1.txt,1.1.1.25
A5UE78.txt,1.1.1.25
Q0I1B7.txt,1.1.1.25
B9LSZ3.txt,1.1.1.25
B0R386.txt,1.1.1.25
Q17Z34.txt,1.1.1.25
B5Z8P5.txt,1.1.1.25
B0UWV8.txt,1.1.1.25
Q5QXJ3.txt,1.1.1.25
Q28VZ9.txt,1.1.1.25
Q02XB7.txt,1.1.1.25
Q5X189.txt,1.1.1.25
Q5WT02.txt,1.1.1.25
B1Y4W6.txt,1.1.1.25
Q92EG7.txt,1.1.1.25
B1HUI4.txt,1.1.1.25
Q2VYH4.txt,1.1.1.25
C6BUS3.txt,1.1.1.25
Q603L1.txt,1.1.1.25
Q8TZ24.txt,1.1.1.25
Q8PXE6.txt,1.1.1.25
B1M3B2.txt,1.1.1.25
Q2NGK8.txt,1.1.1.25
A6UNU0.txt,1.1.1.25
Q3ITN9.txt,1.1.1.25
Q5F6F7.txt,1.1.1.25
A9M2N2.txt,1.1.1.25
A1KVS6.txt,1.1.1.25
Q1QP91.txt,1.1.1.25
Q3J818.txt,1.1.1.25
Q8EPU9.txt,1.1.1.25
A7HSJ1.txt,1.1.1.25
C6DFR0.txt,1.1.1.25
Q6LLK1.txt,1.1.1.25
A8G7L0.txt,1.1.1.25
B4F1M1.txt,1.1.1.25
Q15ZX4.txt,1.1.1.25
B8H806.txt,1.1.1.25
A4VFI4.txt,1.1.1.25
A1SR30.txt,1.1.1.25
Q8U0A6.txt,1.1.1.25
B3PVT4.txt,1.1.1.25
Q20YZ3.txt,1.1.1.25
Q2RN88.txt,1.1.1.25
Q1GCM4.txt,1.1.1.25
Q980I8.txt,1.1.1.25
B5R1D8.txt,1.1.1.25
Q5PIS9.txt,1.1.1.25
B4TXA5.txt,1.1.1.25
A8GKG0.txt,1.1.1.25
A3CYL3.txt,1.1.1.25
Q12T95.txt,1.1.1.25
Q8EKQ0.txt,1.1.1.25
A0KR69.txt,1.1.1.25
A1RDZ0.txt,1.1.1.25
Q31VZ5.txt,1.1.1.25
Q83PZ3.txt,1.1.1.25
A6UEF5.txt,1.1.1.25
A7X302.txt,1.1.1.25
Q2FXY1.txt,1.1.1.25
Q5HFG5.txt,1.1.1.25
P63594.txt,1.1.1.25
A8Z4D5.txt,1.1.1.25
Q5HNV1.txt,1.1.1.25
Q49Y37.txt,1.1.1.25
A8AXZ5.txt,1.1.1.25
Q8DUW3.txt,1.1.1.25
P0CZ76.txt,1.1.1.25
C1C7X7.txt,1.1.1.25
Q1JKT5.txt,1.1.1.25
B1ICH7.txt,1.1.1.25
P63595.txt,1.1.1.25
B5XMF0.txt,1.1.1.25
C0MHD5.txt,1.1.1.25
Q03LH5.txt,1.1.1.25
C1CL85.txt,1.1.1.25
C3MZF3.txt,1.1.1.25
Q96Y95.txt,1.1.1.25
Q2JRC6.txt,1.1.1.25
P74591.txt,1.1.1.25
Q9WYI1.txt,1.1.1.25
B1L9E4.txt,1.1.1.25
Q8DLA6.txt,1.1.1.25
Q3SFZ9.txt,1.1.1.25
Q3M8H2.txt,1.1.1.25
B7VMW2.txt,1.1.1.25
Q9KVT3.txt,1.1.1.25
Q8DDD4.txt,1.1.1.25
Q3BN06.txt,1.1.1.25
Q8P3W6.txt,1.1.1.25
Q9PFN3.txt,1.1.1.25
A1JRY4.txt,1.1.1.25
B2K4Z9.txt,1.1.1.25
Q1CCY1.txt,1.1.1.25
B1JJI3.txt,1.1.1.25
Q81RW4.txt,1.1.1.27
Q63CN1.txt,1.1.1.27
P59050.txt,1.1.1.27
Q5FMB0.txt,1.1.1.27
P04034.txt,1.1.1.27
Q724K3.txt,1.1.1.27
A7WXP7.txt,1.1.1.27
Q2G218.txt,1.1.1.27
Q5HJD7.txt,1.1.1.27
P65256.txt,1.1.1.27
A8Z0K3.txt,1.1.1.27
P62048.txt,1.1.1.27
Q6HC14.txt,1.1.1.27
Q97DC6.txt,1.1.1.27
P62053.txt,1.1.1.27
P59390.txt,1.1.1.27
Q8Y6Z6.txt,1.1.1.27
A6U4Y2.txt,1.1.1.27
A5IW27.txt,1.1.1.27
A6QK89.txt,1.1.1.27
Q6GDK1.txt,1.1.1.27
Q8NUM9.txt,1.1.1.27
Q815X8.txt,1.1.1.27
Q9CGG8.txt,1.1.1.27
Q9BYZ2.txt,1.1.1.27
Q9W7M6.txt,1.1.1.27
Q98SL2.txt,1.1.1.27
P00340.txt,1.1.1.27
Q9W7K5.txt,1.1.1.27
O93544.txt,1.1.1.27
P69083.txt,1.1.1.27
O93537.txt,1.1.1.27
O93545.txt,1.1.1.27
Q9XT87.txt,1.1.1.27
O93539.txt,1.1.1.27
Q98SL0.txt,1.1.1.27
Q9W7L3.txt,1.1.1.27
P79912.txt,1.1.1.27
O13278.txt,1.1.1.27
P69082.txt,1.1.1.27
Q6DGK2.txt,1.1.1.27
Q9YGL2.txt,1.1.1.27
P00337.txt,1.1.1.27
P42122.txt,1.1.1.27
Q4R5B6.txt,1.1.1.27
A5A6N7.txt,1.1.1.27
Q1EG91.txt,1.1.1.27
Q9P4B5.txt,1.1.1.27
Q9YI05.txt,1.1.1.27
Q06176.txt,1.1.1.27
Q9TSX5.txt,1.1.1.27
P42121.txt,1.1.1.27
Q5WE04.txt,1.1.1.27
Q59244.txt,1.1.1.27
P13714.txt,1.1.1.27
Q0SP77.txt,1.1.1.27
Q662S5.txt,1.1.1.27
A7FU32.txt,1.1.1.27
C1FMZ1.txt,1.1.1.27
B1L1N3.txt,1.1.1.27
Q0SWR1.txt,1.1.1.27
Q8FLV6.txt,1.1.1.27
Q4JY42.txt,1.1.1.27
P50933.txt,1.1.1.27
A1VG02.txt,1.1.1.27
Q8RED8.txt,1.1.1.27
P00344.txt,1.1.1.27
Q7NG49.txt,1.1.1.27
Q04CN9.txt,1.1.1.27
D8KFT1.txt,1.1.1.27
Q38V71.txt,1.1.1.27
Q8GMJ0.txt,1.1.1.27
Q6F0L9.txt,1.1.1.27
O52354.txt,1.1.1.27
Q4A8M8.txt,1.1.1.27
Q6KIP9.txt,1.1.1.27
P78007.txt,1.1.1.27
Q59645.txt,1.1.1.27
P13774.txt,1.1.1.27
A8F6M1.txt,1.1.1.27
Q9EVR0.txt,1.1.1.27
Q8CMZ0.txt,1.1.1.27
Q3K1C8.txt,1.1.1.27
C0M7H8.txt,1.1.1.27
A8AXK9.txt,1.1.1.27
Q04K99.txt,1.1.1.27
Q5XC59.txt,1.1.1.27
Q1JBQ9.txt,1.1.1.27
Q1J6L1.txt,1.1.1.27
B8ZQ84.txt,1.1.1.27
P0DC19.txt,1.1.1.27
A4W1K6.txt,1.1.1.27
Q03K30.txt,1.1.1.27
C1CEH8.txt,1.1.1.27
Q2JRH2.txt,1.1.1.27
P06150.txt,1.1.1.27
B0KDA4.txt,1.1.1.27
Q7X5C9.txt,1.1.1.27
Q27797.txt,1.1.1.27
P14891.txt,1.1.1.34
A2X8W3.txt,1.1.1.34
P12683.txt,1.1.1.34
P29058.txt,1.1.1.34
P12684.txt,1.1.1.34
Q41438.txt,1.1.1.34
O28538.txt,1.1.1.34
P54960.txt,1.1.1.34
O74164.txt,1.1.1.34
S0DQM8.txt,1.1.1.34
Q59468.txt,1.1.1.34
P09610.txt,1.1.1.34
Q01237.txt,1.1.1.34
Q1W675.txt,1.1.1.34
O08424.txt,1.1.1.34
P16393.txt,1.1.1.34
Q3S2U3.txt,1.1.1.34
Q9ZPI6.txt,1.1.1.35
Q08426.txt,1.1.1.35
P07896.txt,1.1.1.35
Q68WH7.txt,1.1.1.35
B7I3P1.txt,1.1.1.35
B0VE45.txt,1.1.1.35
Q5E8X6.txt,1.1.1.35
A8ACZ4.txt,1.1.1.35
A7ZU51.txt,1.1.1.35
B7L9A7.txt,1.1.1.35
C5A020.txt,1.1.1.35
Q0TAL0.txt,1.1.1.35
P21177.txt,1.1.1.35
B1LM32.txt,1.1.1.35
Q9F0Y7.txt,1.1.1.35
B5XYH0.txt,1.1.1.35
Q7MZ92.txt,1.1.1.35
A6V382.txt,1.1.1.35
P28793.txt,1.1.1.35
Q93Q12.txt,1.1.1.35
B0KH74.txt,1.1.1.35
B1J5A5.txt,1.1.1.35
A4VKA3.txt,1.1.1.35
A5WH99.txt,1.1.1.35
B5QW85.txt,1.1.1.35
Q5PKQ2.txt,1.1.1.35
B4TNZ1.txt,1.1.1.35
A8G8D1.txt,1.1.1.35
A3CYJ4.txt,1.1.1.35
Q08A39.txt,1.1.1.35
Q8EKR9.txt,1.1.1.35
B8CH91.txt,1.1.1.35
Q0HPB7.txt,1.1.1.35
B1KCZ3.txt,1.1.1.35
Q0SZ36.txt,1.1.1.35
B7VGL4.txt,1.1.1.35
Q9KNI1.txt,1.1.1.35
Q8DDK6.txt,1.1.1.35
A7FDF2.txt,1.1.1.35
Q8ZAN0.txt,1.1.1.35
A4TR27.txt,1.1.1.35
Q5E3U1.txt,1.1.1.35
A7ZPF8.txt,1.1.1.35
B7LBJ5.txt,1.1.1.35
B7NP24.txt,1.1.1.35
C4ZVN2.txt,1.1.1.35
A1ADI8.txt,1.1.1.35
B1IXA5.txt,1.1.1.35
B6I6Q4.txt,1.1.1.35
A4WCW6.txt,1.1.1.35
B5XVW2.txt,1.1.1.35
C6DAL7.txt,1.1.1.35
B5EZR9.txt,1.1.1.35
B5R3R9.txt,1.1.1.35
B5BBA1.txt,1.1.1.35
Q8ZNA7.txt,1.1.1.35
A3D684.txt,1.1.1.35
B0TL21.txt,1.1.1.35
A4Y897.txt,1.1.1.35
Q0HWN3.txt,1.1.1.35
Q31YB7.txt,1.1.1.35
Q83QQ0.txt,1.1.1.35
A7MS61.txt,1.1.1.35
Q8DB47.txt,1.1.1.35
A7FGK1.txt,1.1.1.35
Q1CHK2.txt,1.1.1.35
O32178.txt,1.1.1.35
O18404.txt,1.1.1.35
P83589.txt,1.1.1.35
P00348.txt,1.1.1.35
Q9ZPI5.txt,1.1.1.35
Q8W1L6.txt,1.1.1.35
Q2IIC2.txt,1.1.1.37
A4JKE6.txt,1.1.1.37
Q2IK16.txt,1.1.1.37
A4JM71.txt,1.1.1.37
Q54GE6.txt,1.1.1.37
P57106.txt,1.1.1.37
Q3T145.txt,1.1.1.37
Q5ZME2.txt,1.1.1.37
Q7YRU4.txt,1.1.1.37
O48905.txt,1.1.1.37
Q7XDC8.txt,1.1.1.37
P22133.txt,1.1.1.37
P19446.txt,1.1.1.37
P37228.txt,1.1.1.37
Q32LG3.txt,1.1.1.37
P86074.txt,1.1.1.37
P46487.txt,1.1.1.37
P40926.txt,1.1.1.37
P08249.txt,1.1.1.37
P04636.txt,1.1.1.37
P32419.txt,1.1.1.37
A1TP96.txt,1.1.1.37
B7I9D2.txt,1.1.1.37
A3M928.txt,1.1.1.37
P19977.txt,1.1.1.37
B0BQN0.txt,1.1.1.37
A4SIV0.txt,1.1.1.37
B9JTS9.txt,1.1.1.37
A8EUE8.txt,1.1.1.37
B6EL39.txt,1.1.1.37
Q9K849.txt,1.1.1.37
Q2GK85.txt,1.1.1.37
O08349.txt,1.1.1.37
A1K5Q9.txt,1.1.1.37
Q72ZE5.txt,1.1.1.37
B7HFA6.txt,1.1.1.37
B9J092.txt,1.1.1.37
Q5L8Z8.txt,1.1.1.37
Q59202.txt,1.1.1.37
A8FG47.txt,1.1.1.37
A7Z7J8.txt,1.1.1.37
Q6FYD0.txt,1.1.1.37
Q7W5Q8.txt,1.1.1.37
Q89X59.txt,1.1.1.37
Q2YLR9.txt,1.1.1.37
A9M8R3.txt,1.1.1.37
A5VSQ4.txt,1.1.1.37
Q1BM38.txt,1.1.1.37
A0AZ43.txt,1.1.1.37
Q393V1.txt,1.1.1.37
A2S105.txt,1.1.1.37
A3P7Q9.txt,1.1.1.37
P80536.txt,1.1.1.37
B0T6C1.txt,1.1.1.37
B3PHI3.txt,1.1.1.37
A4WNM7.txt,1.1.1.37
P80040.txt,1.1.1.37
Q3AS98.txt,1.1.1.37
B3EEE5.txt,1.1.1.37
B3QPY9.txt,1.1.1.37
A4SFT4.txt,1.1.1.37
B0B7U5.txt,1.1.1.37
B0BC10.txt,1.1.1.37
Q7NZ60.txt,1.1.1.37
Q47VL0.txt,1.1.1.37
A4QGA0.txt,1.1.1.37
A9NDV1.txt,1.1.1.37
Q1LKG0.txt,1.1.1.37
B3R570.txt,1.1.1.37
Q47C34.txt,1.1.1.37
Q3ZZJ7.txt,1.1.1.37
Q9RXI8.txt,1.1.1.37
B1I3T1.txt,1.1.1.37
A8LJK6.txt,1.1.1.37
B7MBZ7.txt,1.1.1.37
B5YSW2.txt,1.1.1.37
B7M0U8.txt,1.1.1.37
P61890.txt,1.1.1.37
B7NDL4.txt,1.1.1.37
Q1R6A3.txt,1.1.1.37
Q2GGI2.txt,1.1.1.37
A4WF48.txt,1.1.1.37
Q25QU7.txt,1.1.1.37
Q2J7E7.txt,1.1.1.37
Q14IT0.txt,1.1.1.37
B2SH29.txt,1.1.1.37
B9M1D2.txt,1.1.1.37
Q74D53.txt,1.1.1.37
Q9X4K8.txt,1.1.1.37
B8F5K4.txt,1.1.1.37
Q4QL89.txt,1.1.1.37
P44427.txt,1.1.1.37
Q07841.txt,1.1.1.37
Q9P9L2.txt,1.1.1.37
B0TCL9.txt,1.1.1.37
B4U831.txt,1.1.1.37
A6SY47.txt,1.1.1.37
P61894.txt,1.1.1.37
B2GKC8.txt,1.1.1.37
A5IEF4.txt,1.1.1.37
B0SF41.txt,1.1.1.37
B0SN74.txt,1.1.1.37
Q8F4A2.txt,1.1.1.37
Q65T37.txt,1.1.1.37
Q46BQ2.txt,1.1.1.37
Q8PVJ7.txt,1.1.1.37
A2SHT9.txt,1.1.1.37
B8EM38.txt,1.1.1.37
Q6AW23.txt,1.1.1.37
A0QCI6.txt,1.1.1.37
C1AMN4.txt,1.1.1.37
P61976.txt,1.1.1.37
P9WK13.txt,1.1.1.37
Q6ZZC6.txt,1.1.1.37
P10887.txt,1.1.1.37
Q1QQR2.txt,1.1.1.37
Q5YTI1.txt,1.1.1.37
Q8YP78.txt,1.1.1.37
A1R2B5.txt,1.1.1.37
B2JQD2.txt,1.1.1.37
Q13S42.txt,1.1.1.37
P61897.txt,1.1.1.37
Q4FP28.txt,1.1.1.37
P37226.txt,1.1.1.37
A4SWW0.txt,1.1.1.37
Q126N9.txt,1.1.1.37
P0C890.txt,1.1.1.37
A5VY92.txt,1.1.1.37
Q3IFH4.txt,1.1.1.37
A1SRP8.txt,1.1.1.37
Q8ZVB2.txt,1.1.1.37
A1RS58.txt,1.1.1.37
P61895.txt,1.1.1.37
O33525.txt,1.1.1.37
Q9EYJ6.txt,1.1.1.37
B6IYP5.txt,1.1.1.37
Q2J3G8.txt,1.1.1.37
Q13DR6.txt,1.1.1.37
A8GWI0.txt,1.1.1.37
Q92IA0.txt,1.1.1.37
C4K2E2.txt,1.1.1.37
Q68WZ8.txt,1.1.1.37
A5UPY6.txt,1.1.1.37
Q21K60.txt,1.1.1.37
B5F7L9.txt,1.1.1.37
B5FIT7.txt,1.1.1.37
B4TJT3.txt,1.1.1.37
Q7WS85.txt,1.1.1.37
B5BGR3.txt,1.1.1.37
Q8Z3E0.txt,1.1.1.37
A1S3C4.txt,1.1.1.37
A6WSM1.txt,1.1.1.37
Q07YA5.txt,1.1.1.37
P82177.txt,1.1.1.37
Q0HEW2.txt,1.1.1.37
B1KGG7.txt,1.1.1.37
Q32BA3.txt,1.1.1.37
Q3YX11.txt,1.1.1.37
A9EZV5.txt,1.1.1.37
Q5HR46.txt,1.1.1.37
P80541.txt,1.1.1.37
Q9K3J3.txt,1.1.1.37
B2FQL8.txt,1.1.1.37
Q30RQ5.txt,1.1.1.37
Q3A5S0.txt,1.1.1.37
C5BU70.txt,1.1.1.37
